Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Return %,Commission USDT,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %,Duration (bars)
91,Entry short,2023-02-02 21:00,Short Entry,0.1757,5694.76,1000.569332,0.99,0.10,1,11.46,1.14,-11.32,-1.13,407.99,203.99,0
92,Exit short,2023-02-03 13:00,Stop Loss,0.18353,5552.47,999.999847,-20.05,-2.00,1.01,3.39,0.34,-19.54,-1.95,387.93,193.97,0
92,Entry short,2023-02-03 13:00,Short Entry,0.1801,5552.47,999.999847,-20.05,-2.00,1.01,3.39,0.34,-19.54,-1.95,387.93,193.97,0
93,Exit long,2023-02-26 01:00,Trailing Stop,0.17586,5727.376,999.427112,6.79,0.68,1,17.26,1.73,-6.8,-0.68,394.72,197.36,1
93,Entry long,2023-02-25 21:00,Long Entry,0.1745,5727.376,999.427112,6.79,0.68,1,17.26,1.73,-6.8,-0.68,394.72,197.36,1
94,Exit long,2023-03-02 21:00,Stop Loss,0.16824,5830.903,999.9998645,-20,-2.00,0.99,0.08,0.01,-19.51,-1.95,374.72,187.36,0
94,Entry long,2023-03-02 21:00,Long Entry,0.1715,5830.903,999.9998645,-20,-2.00,0.99,0.08,0.01,-19.51,-1.95,374.72,187.36,0
95,Exit long,2023-03-04 13:00,Stop Loss,0.15146,6480.881,1000.648026,-20.04,-2.00,0.99,3.39,0.34,-19.55,-1.95,354.68,177.34,1
95,Entry long,2023-03-04 09:00,Long Entry,0.1544,6480.881,1000.648026,-20.04,-2.00,0.99,3.39,0.34,-19.55,-1.95,354.68,177.34,1
96,Exit long,2023-03-06 13:00,Trailing Stop,0.15021,6680.026,999.3318896,3.07,0.31,1,13.53,1.35,-16.53,-1.65,357.75,178.87,2
96,Entry long,2023-03-06 05:00,Long Entry,0.1496,6680.026,999.3318896,3.07,0.31,1,13.53,1.35,-16.53,-1.65,357.75,178.87,2
97,Exit long,2023-03-07 21:00,Trailing Stop,0.14971,6693.44,999.999936,1.07,0.11,1,11.55,1.15,-18.57,-1.86,358.82,179.41,2
97,Entry long,2023-03-07 13:00,Long Entry,0.1494,6693.44,999.999936,1.07,0.11,1,11.55,1.15,-18.57,-1.86,358.82,179.41,2
